"","ASV","Feature.ID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Consensus"
"158","ASV1099","090797eaaab211835a95cdd1aa40847d","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Capnodiales"," f__Cladosporiaceae"," g__Cladosporium"," s__uncultured_fungus",0.6
"159","ASV2900","0910dc22c5b9061311ef3f04f0b3c20e","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,0.9
"160","ASV424","092d6bf8d1d18da302b0a3b5b8042247","d__Eukaryota"," p__Chytridiomycota"," c__Monoblepharidomycetes"," o__Monoblepharidales",NA,NA,NA,0.6
"161","ASV4677","092eabcc28d4d572a3e612da1168e3b7","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Botryosphaeriales",NA,NA,NA,0.6
"162","ASV3708","094f3357d9a107c67444d8324c2791bc","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"163","ASV3679","09570511d575392a05140fefd89f1350","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,0.8
"164","ASV2925","095d516652fe3ce6d0e7c33c67e8a4db","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"165","ASV4724","095fd0f864c2af43d8f4600a410b5216","d__Eukaryota"," p__Mucoromycota"," c__Incertae_Sedis"," o__Mortierellales",NA,NA,NA,0.6
"166","ASV26","096748bfb78cd9a43def258bc26c3a52","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Eurotiales"," f__Aspergillaceae"," g__Aspergillus",NA,0.6
"167","ASV1279","0968d9a4900bb531002c403a0efd0d77","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Saccharomycopsidaceae"," g__Saccharomycopsis"," s__Saccharomycopsis_fibuligera",0.8
"168","ASV4401","0984d6c6a94ca831bfb72611185ff57b","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Capnodiales"," f__Cladosporiaceae"," g__Cladosporium"," s__uncultured_fungus",0.7
"169","ASV4054","0998c5919fa81a35da2b7a825e702774","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales"," f__Rhynchogastremataceae"," g__Papiliotrema",NA,0.7
"170","ASV1497","09a8ab9e8ba8da80ff0ebbed4be5612e","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales",NA,NA,NA,0.9
"171","ASV4275","09b01a8b4ba5d9e4b3165be22d0de279","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,0.8
"172","ASV791","09b66c405682e17100407056a2d2f2a5","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Capnodiales"," f__Mycosphaerellaceae",NA,NA,0.9
"173","ASV2523","09bfbb65fae0edd35e8fc62b61d8efe7","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,0.9
"174","ASV1714","09dd708d6ddbd1982bf882c7a938501b","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Incertae_Sedis"," g__Candida"," s__[Candida]_incommunis",1
"175","ASV1475","09de564cbe4c6badc75149c9758189b9","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales",NA,NA,NA,1
"176","ASV4117","09f67329cefe0dc6d48b040bd9b5d4ae","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"177","ASV2291","0a009ca8cdfb1a14b8cb0adae8ceb371","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Venturiales"," f__Sympoventuriaceae",NA,NA,0.6
"178","ASV2294","0a078d6aeb42ca279afbf77691d2171c","d__Eukaryota"," p__Cryptomycota"," c__Incertae_Sedis"," o__Incertae_Sedis"," f__Incertae_Sedis"," g__Paramicrosporidium",NA,0.6
"179","ASV3645","0a0cd62c4dce104d63eb93b1cde3153b","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,1
"180","ASV3945","0a15f5fbb9f3f95b8697c7cd0226059e","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Ophiostomatales"," f__Ophiostomataceae"," g__Ophiostoma",NA,0.6
"181","ASV954","0a3a1dc1e63286dc431d11fa751a95da","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Venturiales"," f__Sympoventuriaceae"," g__Ochroconis",NA,0.8
"182","ASV2537","0a4cefdf8873398fc67bdde501dc40bf","d__Eukaryota"," p__Basidiomycota"," c__Agaricostilbomycetes"," o__Agaricostilbales",NA,NA,NA,1
"183","ASV3156","0a4e8fa157e131e1c41c3183ea7cc08f","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales"," f__Didymellaceae"," g__Boeremia"," s__Boeremia_exigua",0.8
"184","ASV97","0a637de05a3a4bd1beda50069967d20b","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Eurotiales"," f__Aspergillaceae"," g__Aspergillus",NA,0.9
"185","ASV4029","0a6a84db7d0718dd84b50733768cdc2f","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales"," f__Xylariaceae",NA,NA,0.9
"186","ASV3940","0a72b5aeb0e7e7c5fbc2584dd45e56e3","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,0.7
"187","ASV3239","0a7b7d72de323af715001f94cde98114","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,1
"188","ASV2638","0ab2f3d37258cdeacbacace7f101a69a","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,1
"189","ASV905","0ac47dceef71f890d950ae1aa2d185ba","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"190","ASV3374","0ac92ab94acab3be962ba50ed62f2d7b","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"191","ASV4265","0adcfc6e7d2184a05cfa491cb5f87be1","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"192","ASV776","0adfa65fa9a2a8717ac3f4ce9e8b2312","d__Eukaryota"," p__Cryptomycota"," c__LKM11"," o__LKM11"," f__LKM11"," g__LKM11"," s__uncultured_eukaryote",1
"193","ASV1261","0affba25e88054a18f62d5e0d88be348","d__Eukaryota"," p__Basidiomycota"," c__Agaricostilbomycetes"," o__Agaricostilbales",NA,NA,NA,1
"194","ASV1069","0b0f7582b673442616773f1cf0ad139a","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"195","ASV3384","0b21c0bc7137e6d0e2f3333727dabf52","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales"," f__Apiosporaceae"," g__Arthrinium",NA,0.6
"196","ASV1760","0b2c5ec32c56c305628e79469bb6d31c","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,0.8
"197","ASV2601","0b41ff7848e7d6e88c22571f8c01b658","d__Eukaryota"," p__Ascomycota"," c__Taphrinomycetes"," o__Taphrinales"," f__Taphrinaceae"," g__Taphrina",NA,1
"198","ASV2099","0b4437ab0d7d0e512415b3be1c884247","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Incertae_Sedis"," g__Sarocladium",NA,0.8
"199","ASV688","0b5ba760de8c368dae634a6a8a60531e","d__Eukaryota"," p__Chytridiomycota"," c__Monoblepharidomycetes"," o__Monoblepharidales",NA,NA,NA,0.6
"200","ASV3476","0b6997b1f76b455ea446f5cb4b8bdd4e","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Chaetothyriales"," f__Herpotrichiellaceae",NA,NA,1
"201","ASV2654","0b749aee57864bf1c6f8f3d64b64a322","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"202","ASV201","0b7562b16c6eb6daf2dadc3b738eed35","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,0.9
"203","ASV1637","0b7a85fe8403e381c3040135441c1cef","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"204","ASV152","0ba20e6ea396bdffd01e84bcd129597e","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Incertae_Sedis"," g__Acremonium",NA,0.6
"205","ASV3119","0baab73af312c44204a492c363469c17","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Trichosporonales"," f__Trichosporonaceae"," g__Apiotrichum",NA,0.7
"206","ASV1172","0bcd378be4a8790392d08c2392a1ef5a","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,1
"207","ASV1381","0be842e4411df5fd7634392eadf42198","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales"," f__Apiosporaceae"," g__Arthrinium",NA,0.7
"208","ASV4423","0c0d9c18155daea9e7a5ba11d5d4c6fa","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Incertae_Sedis"," g__Sarocladium",NA,1
"209","ASV1474","0c18e8a523fca3e23fa12666ae8cb3b5","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,1
"210","ASV252","0c28e9a36e440f5f6f47a258c8010a3f","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Polyporales",NA,NA,NA,0.8
"211","ASV3817","0c29ff0cfb820049067cc6038f9aa89b","d__Eukaryota"," p__Peronosporomycetes"," c__Peronosporomycetes"," o__Peronosporomycetes"," f__Peronosporomycetes"," g__Pythium",NA,0.6
"212","ASV358","0c3dd5d754b0863a9b5b57f9436ecfaa","d__Eukaryota"," p__Basidiomycota"," c__Dacrymycetes"," o__Dacrymycetales"," f__Dacrymycetaceae"," g__Dacrymyces",NA,0.7
"213","ASV1724","0c48cc526c6fc37953f07a23b41f239a","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Cantharellales"," f__Tulasnellaceae"," g__Tulasnella"," s__uncultured_Tulasnella",1
"214","ASV2352","0c574e5f8aef88ee934fd0e438d9fa9f","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"215","ASV2531","0ca8f518efdcf1aceee9d86ed57da9ca","d__Eukaryota"," p__Basidiomycota"," c__Microbotryomycetes"," o__Sporidiobolales"," f__Sporidiobolaceae",NA,NA,1
"216","ASV4320","0cba0b17243b861a3fb08c9ee531df0e","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales",NA,NA,NA,1
"217","ASV3571","0cc02468344376bcdd8e0e3e2b23a49d","d__Eukaryota"," p__Cryptomycota"," c__Incertae_Sedis"," o__Incertae_Sedis"," f__Incertae_Sedis"," g__Paramicrosporidium",NA,0.6
"218","ASV2546","0cc6615831de60a63d939a3bb253763c","d__Eukaryota"," p__Mucoromycota"," c__Incertae_Sedis"," o__Mucorales"," f__Cunninghamellaceae",NA,NA,0.8
"219","ASV2764","0cc7c4b80e2f7afd98cfd91b42b83b29","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,0.9
"220","ASV4652","0d0f2c0eb6529835a4d90902963fef19","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,1
"221","ASV1890","0d254636c899bed50e0e7638abeeafab","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Capnodiales"," f__Cladosporiaceae"," g__Cladosporium"," s__uncultured_fungus",0.7
"222","ASV1533","0d354611d61c3f31216a1a7bec696267","d__Eukaryota"," p__Ascomycota"," c__Leotiomycetes"," o__Helotiales"," f__Sclerotiniaceae",NA,NA,0.6
"223","ASV3720","0d60e91fdbfec32671a244799041e357","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales",NA,NA,NA,1
"224","ASV1504","0d653ee61bdbd85ce58a0186eb8d558b","d__Eukaryota"," p__Mucoromycota"," c__Incertae_Sedis"," o__Mucorales"," f__Rhizopodaceae",NA,NA,0.7
"225","ASV3240","0d6589907d60c2b457c1fddb8f51bb66","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Sordariales",NA,NA,NA,0.6
"226","ASV4127","0d709727faa10b9ac3be6a511987cc64","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes"," o__Chytridiales"," f__Chytriomycetaceae",NA,NA,0.6
"227","ASV4141","0db5640373d5fc73f18c8793e43d84d2","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Agaricales",NA,NA,NA,0.6
"228","ASV2078","0dc854688f1c879627c1b8b46e34b0f8","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,0.9
"229","ASV775","0dce9884fef44234b33cbb69d8bb2f3c","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Chaetothyriales"," f__Herpotrichiellaceae",NA,NA,1
"230","ASV1882","0dd9d23363c94da9b29097e675fd6b70","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,1
"231","ASV4026","0ddac414e20ef67f1315de450db302a5","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales",NA,NA,NA,1
"232","ASV2223","0dee23c0b8da97cf1996c3575e4112be","d__Eukaryota"," p__Basidiomycota"," c__Microbotryomycetes"," o__Incertae_Sedis",NA,NA,NA,0.7
"233","ASV2059","0e0087f4d0145b77fd78668522c6bf8a","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Eurotiales",NA,NA,NA,0.8
"234","ASV3819","0e101415b3e2c8f99e47f14ddbcf260f","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Capnodiales",NA,NA,NA,0.8
"235","ASV2973","0e20a09fd536d11c826abc0684f9e292","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,1
"236","ASV3184","0e20d4263c9aac8e6d5ff0765c9912dd","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Auriculariales"," f__Auriculariaceae"," g__Auricularia"," s__Auricularia_polytricha",0.6
"237","ASV553","0e23b0581bcbda750736028ad5b8b007","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Agaricales"," f__Physalacriaceae",NA,NA,0.6
"238","ASV1303","0e23fd0a1161559aaf8a4443309b358d","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Auriculariales"," f__Auriculariaceae"," g__Auricularia"," s__Auricularia_polytricha",0.6
"239","ASV917","0e392278b0d89715d3dcca35acb9ad32","d__Eukaryota"," p__Cryptomycota"," c__LKM11"," o__LKM11"," f__LKM11"," g__LKM11"," s__uncultured_eukaryote",0.6
"240","ASV2618","0e4396db7e7fead4a34a36a46de3df8b","d__Eukaryota"," p__Mucoromycota"," c__Incertae_Sedis"," o__Mucorales"," f__Rhizopodaceae",NA,NA,0.6
"241","ASV4691","0e44559b5364dafe50e4a576f364e656","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,1
"242","ASV1548","0e5179f0e1cce16db4b1d7a57707eadf","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes"," o__Chytridiales",NA,NA,NA,0.7
"243","ASV888","0e573562469464952c6b3bd3719071de","d__Eukaryota"," p__Mucoromycota"," c__Incertae_Sedis",NA,NA,NA,NA,0.6
"244","ASV3010","0e5fc6787cc55d310322719308158455","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Chaetothyriales"," f__Herpotrichiellaceae"," g__Exophiala",NA,1
"245","ASV4158","0e6a007c243c2b79f343c39f6516273a","d__Eukaryota"," p__Peronosporomycetes"," c__Peronosporomycetes"," o__Peronosporomycetes"," f__Peronosporomycetes"," g__Phytophthora",NA,0.7
"246","ASV1973","0e83264bd3b53d9830dbaef1f5d5894b","d__Eukaryota"," p__Chytridiomycota"," c__Monoblepharidomycetes"," o__Monoblepharidales",NA,NA,NA,0.7
"247","ASV4705","0e8d956e73d2f659da651f91edc56a15","d__Eukaryota"," p__Basidiomycota"," c__Cystobasidiomycetes"," o__Erythrobasidiales"," f__Erythrobasidiaceae",NA,NA,0.7
"248","ASV1684","0e96ef1503d4f2615035d2691a9ecde4","d__Eukaryota"," p__Ascomycota"," c__Leotiomycetes"," o__Helotiales",NA,NA,NA,0.9
"249","ASV294","0e9f785d2322b0b3e619aa614a5ab0c1","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,0.6
"250","ASV4344","0eba1bb8f7308f04a46929cf2a75bfab","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"251","ASV1156","0eba62a8d52379f32ac6b2459fa4c314","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales"," f__Xylariaceae",NA,NA,0.9
"252","ASV3110","0ebfae884c31918bc83c10c297cc4280","d__Eukaryota"," p__Basidiomycota"," c__Ustilaginomycetes"," o__Ustilaginales"," f__Ustilaginaceae",NA,NA,1
"253","ASV3636","0ec925e4bbff3eda7296668c4794c349","d__Eukaryota"," p__Basidiomycota"," c__Ustilaginomycetes"," o__Ustilaginales"," f__Ustilaginaceae",NA,NA,0.9
"254","ASV773","0eeb4eb6b772d3e0ec88c297dbd2ad8b","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes",NA,NA,NA,NA,0.6
"255","ASV3180","0ef20cc830c1865a1f1cacbb8589d9c0","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes",NA,NA,NA,NA,0.7
"256","ASV3317","0efafe4a83c40209eb16c23c325ff9f4","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,1
"257","ASV2768","0efc4cb51c6209f369a6ed271d577bb1","d__Eukaryota"," p__Zoopagomycota"," c__Incertae_Sedis"," o__Harpellales"," f__Legeriomycetaceae",NA,NA,0.9
"258","ASV4714","0f0806c6e1410805d71db0d3abe7919d","d__Eukaryota"," p__Basidiomycota"," c__Agaricostilbomycetes"," o__Agaricostilbales"," f__Agaricostilbaceae",NA,NA,0.8
"259","ASV2097","0f09d71f60dc41ce589517a6ab39edc6","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Chaetothyriales"," f__Cyphellophoraceae"," g__Cyphellophora",NA,0.7
"260","ASV2777","0f0e2c14a2af93e4f4498e63a2109500","d__Eukaryota"," p__Basidiomycota"," c__Cystobasidiomycetes",NA,NA,NA,NA,1
"261","ASV1997","0f1fcbf90ee430b4e10430a3f74f07bb","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,1
"262","ASV3842","0f431774ce856e1a81e4c192b84c99a4","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Auriculariales"," f__Auriculariaceae"," g__Auricularia"," s__Auricularia_polytricha",0.6
"263","ASV3546","0f4663fe74b6636fb4561e020df633b2","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"264","ASV715","0f4a2310bb124b3512a4ec00ec4eb1d6","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,1
"265","ASV1816","0f4e4a126b157e510a85df07a67b7292","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Incertae_Sedis"," g__Sarocladium",NA,0.9
"266","ASV3406","0f57cf5cb94168f558ddc855bd16462d","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,0.9
"267","ASV853","0f6c19d6c4e11b36ba663adb9c083006","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Auriculariales"," f__Auriculariaceae"," g__Auricularia"," s__Auricularia_polytricha",0.6
"268","ASV3423","0f6d1eee70c1945154133019f82ee94c","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Agaricales",NA,NA,NA,0.8
"269","ASV202","0f6e055f9e55a195b6cb14f16ee824df","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Eurotiales"," f__Aspergillaceae"," g__Aspergillus",NA,0.6
"270","ASV3284","0f78e03311cb2e22a9a198ecb2fa61c0","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,0.8
"271","ASV1400","0f8bd8d42b66fa85ca7059c982b4e025","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Capnodiales"," f__Mycosphaerellaceae",NA,NA,0.9
"272","ASV4098","0fb11f95c444e838b7f2c3883a77f940","d__Eukaryota"," p__Chytridiomycota",NA,NA,NA,NA,NA,0.9
"273","ASV1731","0fbeb241a3731cb3b85667d84a824954","d__Eukaryota"," p__Basidiomycota"," c__Microbotryomycetes"," o__Incertae_Sedis"," f__Incertae_Sedis"," g__Colacogloea",NA,0.6
"274","ASV3468","0fc0172a9f091128c810cfc98da8427b","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales"," f__Leptosphaeriaceae"," g__Neophaeosphaeria"," s__uncultured_fungus",0.7
"275","ASV4686","0fc10afe0d8d3016adc2498f5a4ff283","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Incertae_Sedis"," g__Acremonium",NA,0.6
"276","ASV3217","0fc3d99bddeb13f242d2a5b67a4c1d97","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,1
"277","ASV1743","0fdfc83100de308b8bb4cfb72f3ac5f4","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes",NA,NA,NA,NA,1
"278","ASV3828","0fecac78a0df42e916b1ef7b83256fad","d__Eukaryota"," p__Chytridiomycota"," c__Chytridiomycetes",NA,NA,NA,NA,1
"279","ASV3306","0fed739915e82bb76eede78e036abe0f","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Chaetothyriales"," f__Herpotrichiellaceae",NA,NA,0.7
"280","ASV859","0ffb1fbe63af0fef5c588d866493f160","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes",NA,NA,NA,NA,0.6
"281","ASV2597","0ffeae715b6947d9f8dc60c817e104e2","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,1
"282","ASV738","100c503314a5da4e880de970e54dcea1","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,0.8
"283","ASV2060","100fd620dc6ea0a5b35b0962532b9b4d","d__Eukaryota"," p__Ascomycota",NA,NA,NA,NA,NA,0.6
"284","ASV1150","1032c767880b615b4d90fcfd688c5be5","d__Eukaryota"," p__Basidiomycota"," c__Agaricostilbomycetes"," o__Agaricostilbales"," f__Chionosphaeraceae",NA,NA,0.6
"285","ASV1696","104fcbfd3ead2394f68d8da202731a16","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes",NA,NA,NA,NA,0.7
"286","ASV2554","1051912d4be3c16340f2a933340bf735","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Debaryomycetaceae",NA,NA,0.6
"287","ASV4333","1067487c79dfee3609c3f43b7764d602","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales",NA,NA,NA,0.8
"288","ASV1471","10825ae594fcba0e819e8ed71d18594d","d__Eukaryota"," p__Mucoromycota"," c__Incertae_Sedis"," o__Mucorales"," f__Rhizopodaceae"," g__Rhizopus",NA,0.7
"289","ASV253","109144fa0280716c6ea76e07b23768ca","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Hypocreales"," f__Nectriaceae"," g__Fusarium",NA,0.9
"290","ASV3974","10a0abe7cc2d3cb92da09e3d8f56d8db","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Eurotiales"," f__Trichocomaceae"," g__Talaromyces",NA,0.9
"291","ASV619","10a79a2db3399c9e62c2b0c577140e77","d__Eukaryota"," p__Basidiomycota",NA,NA,NA,NA,NA,0.9
"292","ASV2221","10b91880ba101d793b3d67eb20df3b51","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Chaetothyriales",NA,NA,NA,1
"293","ASV3608","10cfd67cdfbec574712cc1bb5db47d1f","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes"," o__Chaetothyriales"," f__Herpotrichiellaceae",NA,NA,0.9
"294","ASV3403","10d539369750ced4f536daf82b3377a7","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Auriculariales"," f__Auriculariaceae"," g__Auricularia"," s__Auricularia_polytricha",0.6
"295","ASV3411","10ef367258a826ad58e3e980cbdd78ec","d__Eukaryota"," p__Ascomycota"," c__Saccharomycetes"," o__Saccharomycetales"," f__Saccharomycetaceae"," g__Kazachstania",NA,0.7
"296","ASV2341","10f02b45c9ab88cb8eb8262d29f3a3e3","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"297","ASV3369","10f1924e65f5a08e508bfc9741ce3126","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales"," f__Cryptococcaceae"," g__Cryptococcus",NA,0.7
"298","ASV1741","10fddc3fc19843f2303b42824cf436ae","d__Eukaryota"," p__Ascomycota"," c__Eurotiomycetes",NA,NA,NA,NA,1
"299","ASV1921","114aa34e2bbe3ea98f079ca3860345c7","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Auriculariales"," f__Auriculariaceae"," g__Auricularia",NA,0.6
"300","ASV580","117d1b2168eb9b88589c31d4facf1c35","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales",NA,NA,NA,1
"301","ASV4034","118003ccb92c029abb555a789449357c","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,0.6
"302","ASV2010","118c1a71634cf45640120d747261adaa","d__Eukaryota"," p__Basidiomycota"," c__Agaricomycetes"," o__Polyporales",NA,NA,NA,0.6
"303","ASV1118","1199cda07322f506ddfd503cca8fe6c1","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Pleosporales"," f__Didymellaceae"," g__Boeremia"," s__Boeremia_exigua",0.6
"304","ASV2510","119dc2fa6d71fa3b5a4cba015f094ffc","d__Eukaryota"," p__Basidiomycota"," c__Tremellomycetes"," o__Tremellales"," f__Cuniculitremaceae"," g__Kockovaella",NA,0.8
"305","ASV1003","11ab85c18b1ba96187d7a6235fcab94f","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Glomerellales"," f__Plectosphaerellaceae"," g__Verticillium",NA,0.7
"306","ASV704","11ac5c6bc3e39a437d0e83de82a0ddee","d__Eukaryota"," p__Ascomycota"," c__Dothideomycetes"," o__Dothideales",NA,NA,NA,0.889
"307","ASV1286","11b1e00a7fcf07a5832ebc9461b2632d","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,1
"308","ASV2467","11d107a0409e03d93f4902ce02b084ec","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes"," o__Xylariales"," f__Apiosporaceae"," g__Arthrinium",NA,0.6
"309","ASV2848","11d3e23a6060f223f33a282c16dbf264","d__Eukaryota"," p__Ascomycota"," c__Sordariomycetes",NA,NA,NA,NA,0.9
